Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
https://www.efront.com/en/alternative-investment-solutions/portfolio-and-direct-investments-monitoring,text/html;charset=UTF-8,200,OK,Indexable,,Portfolio Monitoring Software - Alternative Investment Tech | eFront,68,592,"BlackRock invests on behalf of our clients, from institutions to individuals in any stage of life, who entrust their savings to us. Learn more about us.",152,918,,0,,0,,0,PORTFOLIO MONITORING SOFTWARE,29,Explore eFront’s Solutions Below,32,,,,https://www.efront.com/en/alternative-investment-solutions/portfolio-and-direct-investments-monitoring,,,,,,102980,1192,12.799,1,,979,323,0,48.07,144,49,0,13,9,0,,,,,bdccfc58a1e63c569953b1e80337ee08,0.491,,,,,1.1,https://www.efront.com/en/alternative-investment-solutions/portfolio-and-direct-investments-monitoring,29/03/2022 10:38
https://www.efront.com/fr/alternative-investment-software/efront-office,text/html;charset=UTF-8,200,OK,Indexable,,eFront Office | eFront,22,191,,0,0,,0,"OPTIMISER LE DEAL-FLOW, LA COLLECTE DE FONDS ET L’ENGAGEMENT DES INVESTISSE",75,,0,À propos d’eFront Office,24,Les principaux défis CRM d'aujourd'hui pour les investisseurs alternatifs,73,,,,https://www.efront.com/fr/alternative-investment-software/efront-office,,,,,,109210,1859,16.519,2,,995,322,0,47.92,124,47,0,13,9,0,,,,,6e9561aee04e9a6efc3079f03c0abb13,0.295,,,,,1.1,https://www.efront.com/fr/alternative-investment-software/efront-office,29/03/2022 10:39
https://www.efront.com/en/case-studies/wellershoff-partners-wp,text/html;charset=UTF-8,200,OK,Indexable,,Wellershoff & Partners (WP) | eFront,36,326,,0,0,,0,WELLERSHOFF & PARTNERS (WP),27,,0,eFront Pevara private equity benchmarks released for Q3 2019,60,eFront: How tech can unlock private markets,43,,,,https://www.efront.com/en/case-studies/wellershoff-partners-wp,,,,,,60377,1146,15.871,5,,5,1,0,0.15,141,50,0,13,9,0,,,,,89efd41ffce3d70f2161dbda42eabb5c,0.22,,,,,1.1,https://www.efront.com/en/case-studies/wellershoff-partners-wp,29/03/2022 10:39
https://www.efront.com/en/news-press-releases/blackrock-adds-esg-risk-data-on-thousands-of-private-companies-to-efront-with-reprisk-partnership,text/html;charset=UTF-8,200,OK,Indexable,,BlackRock adds ESG risk data on thousands of private companies to eFront with RepRisk partnership | eFront,106,968,,0,0,,0,BlackRock adds ESG risk data on thousands of private companies to eFront with RepRisk partnership,97,,0,Insight private equity benchmarks released for Q3 2021,54,Insight private equity benchmarks released for Q2 2021,54,,,,https://www.efront.com/en/news-press-releases/blackrock-adds-esg-risk-data-on-thousands-of-private-companies-to-efront-with-reprisk-partnership,,,,,,68630,1772,20.45,2,,9,5,0,0.74,144,52,0,18,13,0,,,,,344f79454e81322be7be7c13f294ee94,0.287,,,,,1.1,https://www.efront.com/en/news-press-releases/blackrock-adds-esg-risk-data-on-thousands-of-private-companies-to-efront-with-reprisk-partnership,29/03/2022 10:38
https://www.efront.com/fr/alternative-investment-solutions/administrateurs-de-fonds,text/html;charset=UTF-8,200,OK,Indexable,,Alternative Investment Technology for Asset Servicers | eFront,62,548,,0,0,,0,,0,,0,ADMINISTRATEURS DE FONDS LOGICIEL POUR L’INVESTISSEMENT ALTERNATIF,66,Découvrez ci-dessous les solutions eFront dédiées aux administrateurs de fonds,78,,,,https://www.efront.com/fr/alternative-investment-solutions/administrateurs-de-fonds,,,,,,112000,1535,13.947,2,,9,5,0,0.74,127,50,0,13,9,0,,,,,a23f48275531ebc90505203fae9a1bf1,0.608,,,,,1.1,https://www.efront.com/fr/alternative-investment-solutions/administrateurs-de-fonds,29/03/2022 10:39
https://www.efront.com/en/associations-and-partners,text/html;charset=UTF-8,200,OK,Indexable,,Associations & Partners | eFront,32,285,"As the leading software provider to alternative investment professionals, eFront nurtures a partner network with a view to deliver more value to its clients.",157,960,,0,ASSOCIATIONS & PARTNERS,23,,0,,0,,0,,,,https://www.efront.com/en/associations-and-partners,,,,,,62201,1185,15.934,1,,974,323,0,48.07,142,50,0,13,9,0,,,,,c62cebe99acabfb6968f7fbaf7fc1279,0.331,,,,,1.1,https://www.efront.com/en/associations-and-partners,29/03/2022 10:38
https://www.efront.com/fr/ressources/brochures,text/html;charset=UTF-8,200,OK,Indexable,,Brochures | eFront,18,164,,0,0,,0,BROCHURES,9,,0,eFront Insight ESG Outreach Metrics,35,eFront Insight Sustainability,29,,,,https://www.efront.com/fr/ressources/brochures,,,,,,82618,1892,18.194,2,,971,322,0,47.92,144,67,0,13,9,0,,,,,7a584d9cff288510ad66234bacdc1dbd,0.275,,,,,1.1,https://www.efront.com/fr/ressources/brochures,29/03/2022 10:39
https://www.efront.com/fr/blackrock-automates-private-markets-reporting-with-new-efront-technology,text/html;charset=UTF-8,200,OK,Indexable,,BlackRock automates private markets reporting with new eFront technology | eFront,81,738,BlackRock has launched new machine learning automation capabilities within the,78,507,,0,BlackRock automates private markets reporting with new eFront technology,72,,0,eFront READY for GPs: Maximize value from day one,49,Tech steps up to enhance oversight in outsourcing,49,,,,https://www.efront.com/fr/blackrock-automates-private-markets-reporting-with-new-efront-technology,,,,,,67940,2068,23.044,3,,33,29,0,4.32,132,50,0,14,10,0,,,,,bf9f5b38f14f31545149ad0fb3c2d84d,0.232,,,,,1.1,https://www.efront.com/fr/blackrock-automates-private-markets-reporting-with-new-efront-technology,29/03/2022 10:39
https://www.efront.com/en/about-us/associations-partners,text/html;charset=UTF-8,200,OK,Indexable,,About Us | BlackRock,20,191,"BlackRock invests on behalf of our clients, from institutions to individuals in any stage of life, who entrust their savings to us. Learn more about us.",152,918,,0,ASSOCIATIONS & PARTNERS,23,,0,,0,,0,,,,https://www.efront.com/en/about-us/associations-partners,,,,,,56592,1032,15.573,3,,7,3,0,0.45,139,48,0,13,9,0,,,,,5a8cf606cb7147ca3853cc254f02ef27,0.314,,,,,1.1,https://www.efront.com/en/about-us/associations-partners,29/03/2022 10:39
https://www.efront.com/en/brochures/efront-for-asset-servicers,text/html;charset=UTF-8,200,OK,Indexable,,eFront for Asset Servicers | eFront,35,306,"BlackRock invests on behalf of our clients, from institutions to individuals in any stage of life, who entrust their savings to us. Learn more about us.",152,918,,0,eFront for Asset Servicers,26,,0,Download the brochure,21,Thank you for your interest in eFront,37,,,,https://www.efront.com/en/brochures/efront-for-asset-servicers,,,,,,95086,1126,13.094,2,,7,3,0,0.45,140,48,0,13,9,0,,,,,3b85567ed8d7b71a09b2b75d76919aa8,0.248,,,,,1.1,https://www.efront.com/en/brochures/efront-for-asset-servicers,29/03/2022 10:38
https://www.efront.com/en/news-press-releases/efront-pevara-private-equity-benchmarks-updated-with-q2-2019-results,text/html;charset=UTF-8,200,OK,Indexable,,eFront Pevara private equity benchmarks updated with Q2 2019 results | BlackRock,80,736,,0,0,,0,eFront Pevara private equity benchmarks updated with Q2 2019 results,68,,0,Insight private equity benchmarks released for Q3 2021,54,Insight private equity benchmarks released for Q2 2021,54,,,,https://www.efront.com/en/news-press-releases/efront-pevara-private-equity-benchmarks-updated-with-q2-2019-results,,,,,,62874,1234,16.107,2,,7,3,0,0.45,143,52,0,14,10,0,,,,,5dba24912127ffdb97d019fcaf02c05d,0.244,,,,,1.1,https://www.efront.com/en/news-press-releases/efront-pevara-private-equity-benchmarks-updated-with-q2-2019-results,29/03/2022 10:38
https://www.efront.com/fr/nous-connaitre/news,text/html;charset=UTF-8,200,OK,Indexable,,News & Press Releases | eFront,30,288,"Here at eFront, we are constantly innovating and moving forward. Browse our below News and Press Release listing in order to stay current on our latest developments",164,1050,,0,NEWS AND PRESS RELEASES,23,,0,Insight private equity benchmarks released for Q4 2021,54,Insight private equity benchmarks released for Q3 2021,54,,,,https://www.efront.com/fr/nous-connaitre/news,,,,,,84590,1987,17.738,2,,971,322,0,47.92,143,66,0,13,9,0,,,,,f93d662d0f1b8f3a112e6b54cf500e50,0.269,,,,,1.1,https://www.efront.com/fr/nous-connaitre/news,29/03/2022 10:39
https://www.efront.com/en/case-studies/old-mutual,text/html;charset=UTF-8,200,OK,Indexable,,Old Mutual | eFront,19,170,,0,0,,0,OLD MUTUAL,10,,0,eFront Pevara private equity benchmarks released for Q3 2019,60,eFront: How tech can unlock private markets,43,,,,https://www.efront.com/en/case-studies/old-mutual,,,,,,60305,1168,16.103,5,,5,1,0,0.15,141,50,0,13,9,0,,,,,f2f7a610a6fc9eb31e4213d10ec351af,0.212,,,,,1.1,https://www.efront.com/en/case-studies/old-mutual,29/03/2022 10:39
https://www.efront.com/en/case-studies/euromena-implements-efront-invest,text/html;charset=UTF-8,200,OK,Indexable,,EuroMena implements eFront Invest | eFront,42,391,,0,0,,0,EUROMENA IMPLEMENTS EFRONT INVEST,33,,0,Contact us,10,Thank you for your interest in eFront,37,,,,https://www.efront.com/en/case-studies/euromena-implements-efront-invest,,,,,,101756,1287,13.542,2,,7,3,0,0.45,141,48,0,13,9,0,,,,,1f656cb0407daf7d3f10006d890d3351,0.286,,,,,1.1,https://www.efront.com/en/case-studies/euromena-implements-efront-invest,29/03/2022 10:38
https://www.efront.com/en/alternative-investment-software/efront-peo-venture-capital,text/html;charset=UTF-8,200,OK,Indexable,,eFront PEO/VC | eFront,22,213,"With eFront PEO/VC, detailed information on funds, investors and portfolio companies is just one click away, held within a single and secure location.",150,935,,0,DEDICATED ENTERPRISE SOFTWARE FOR VENTURE CAPITAL,49,,0,Key Product Features,20,Key Stats,9,,,,https://www.efront.com/en/alternative-investment-software/efront-peo-venture-capital,,,,,,112103,1686,15.133,1,,988,323,0,48.07,142,48,0,13,9,0,,,,,570d9b3ed0fbe659087df08f4f3bcf55,0.43,,,,,1.1,https://www.efront.com/en/alternative-investment-software/efront-peo-venture-capital,29/03/2022 10:38
https://www.efront.com/fr/recherche-et-etudes/returns-risks-and-liquidity-of-lbo-funds-in-q2-2020,text/html;charset=UTF-8,200,OK,Indexable,,"Returns, risks and liquidity of LBO Funds in Q2 2020 | eFront",61,535,,0,0,,0,"RETURNS, RISKS AND LIQUIDITY OF LBO FUNDS IN Q2 2020",52,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/fr/recherche-et-etudes/returns-risks-and-liquidity-of-lbo-funds-in-q2-2020,,,,,,88466,1413,12.713,3,,7,3,0,0.45,125,49,0,13,9,0,,,,,d30ec5c58170ddf9fa36ccdfec25f80b,0.26,,,,,1.1,https://www.efront.com/fr/recherche-et-etudes/returns-risks-and-liquidity-of-lbo-funds-in-q2-2020,29/03/2022 10:39
https://www.efront.com/en/news-press-releases/leading-middle-eastern-sovereign-wealth-fund-improves-data-integrity-with-efront,text/html;charset=UTF-8,200,OK,Indexable,,Leading Middle Eastern sovereign wealth fund improves data integrity with eFront | eFront,89,787,,0,0,,0,Leading Middle Eastern sovereign wealth fund improves data integrity,68,,0,Insight private equity benchmarks released for Q3 2021,54,Insight private equity benchmarks released for Q2 2021,54,,,,https://www.efront.com/en/news-press-releases/leading-middle-eastern-sovereign-wealth-fund-improves-data-integrity-with-efront,,,,,,64479,1417,17.557,2,,7,3,0,0.45,145,52,0,13,9,0,,,,,f392ea2515940b33f4e3c55bf9e94757,0.238,,,,,1.1,https://www.efront.com/en/news-press-releases/leading-middle-eastern-sovereign-wealth-fund-improves-data-integrity-with-efront,29/03/2022 10:38
https://www.efront.com/en/research-papers/is-emerging-asia-pacific-coming-of-age,text/html;charset=UTF-8,200,OK,Indexable,,Is the emerging Asia-Pacific region coming of age? | eFront,59,521,,0,0,,0,IS THE EMERGING ASIA-PACIFIC REGION COMING OF AGE?,50,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/en/research-papers/is-emerging-asia-pacific-coming-of-age,,,,,,88601,1269,11.686,2,,7,3,0,0.45,143,52,0,13,9,0,,,,,4378201f3c4c7cd3df4b56bdb2a1b0a3,0.28,,,,,1.1,https://www.efront.com/en/research-papers/is-emerging-asia-pacific-coming-of-age,29/03/2022 10:38
https://www.efront.com/en/case-studies/foresight,text/html;charset=UTF-8,200,OK,Indexable,,Foresight | eFront,18,157,,0,0,,0,FORESIGHT,9,,0,eFront Pevara private equity benchmarks released for Q3 2019,60,eFront: How tech can unlock private markets,43,,,,https://www.efront.com/en/case-studies/foresight,,,,,,60119,1151,16.001,5,,5,1,0,0.15,141,50,0,13,9,0,,,,,be3667553d6b0922ee7e0742528b77b2,0.26,,,,,1.1,https://www.efront.com/en/case-studies/foresight,29/03/2022 10:39
https://www.efront.com/fr/alternative-investment-solutions/general-partners,text/html;charset=UTF-8,200,OK,Indexable,,Alternative Investment Solution for General Partner | eFront Software,69,606,,0,0,,0,,0,,0,GENERAL PARTNERS LOGICIEL POUR L’INVESTISSEMENT ALTERNATIF,58,LA SUITE DE SOLUTIONS EFRONT POUR LES GENERAL PARTNERS,54,,,,https://www.efront.com/fr/alternative-investment-solutions/general-partners,,,,,,115755,1669,14.237,2,,975,322,0,47.92,130,49,0,13,9,0,,,,,376be3efa5f5553308c49606e0180566,0.376,,,,,1.1,https://www.efront.com/fr/alternative-investment-solutions/general-partners,29/03/2022 10:39
https://www.efront.com/fr/recherche-et-etudes/returns-risks-and-liquidity-of-lbo-funds-in-q2-2019,text/html;charset=UTF-8,200,OK,Indexable,,"Returns, risks and liquidity of LBO Funds in Q2 2019 | eFront",61,535,,0,0,,0,"RETURNS, RISKS AND LIQUIDITY OF LBO FUNDS IN Q2 2019",52,,0,Get This Research Paper,23,Thank you,9,,,,https://www.efront.com/fr/recherche-et-etudes/returns-risks-and-liquidity-of-lbo-funds-in-q2-2019,,,,,,87907,1326,12.169,3,,7,3,0,0.45,125,49,0,13,9,0,,,,,62a0ecedd5e7e0774d6784b14ad3c138,0.34,,,,,1.1,https://www.efront.com/fr/recherche-et-etudes/returns-risks-and-liquidity-of-lbo-funds-in-q2-2019,29/03/2022 10:39
https://www.efront.com/en/news-press-releases/latest-enhancements-released-for-full-efront-solution-suite,text/html;charset=UTF-8,200,OK,Indexable,,Latest enhancements released for full eFront solution suite | eFront,68,586,,0,0,,0,Latest enhancements released for full eFront solution suite,59,,0,Insight private equity benchmarks released for Q3 2021,54,Insight private equity benchmarks released for Q2 2021,54,,,,https://www.efront.com/en/news-press-releases/latest-enhancements-released-for-full-efront-solution-suite,,,,,,64096,1418,17.843,2,,7,3,0,0.45,143,52,0,13,9,0,,,,,89426f4560270080f23f089456630867,0.311,,,,,1.1,https://www.efront.com/en/news-press-releases/latest-enhancements-released-for-full-efront-solution-suite,29/03/2022 10:38
https://www.efront.com/fr/etudes-de-cas-clients/axil-capital-implements-efront-invest-gp,text/html;charset=UTF-8,200,OK,Indexable,,Axil Capital implements eFront Invest GP | eFront,49,433,,0,0,,0,AXIL CAPITAL IMPLEMENTS EFRONT INVEST GP,40,,0,Contact us,10,Thank you for your interest in eFront,37,,,,https://www.efront.com/fr/etudes-de-cas-clients/axil-capital-implements-efront-invest-gp,,,,,,101712,1374,14.104,4,,5,1,0,0.15,123,47,0,14,10,0,,,,,7acf8040082f72d5659fc60499dc94b,0.306,,,,,1.1,https://www.efront.com/fr/etudes-de-cas-clients/axil-capital-implements-efront-invest-gp,29/03/2022 10:39
https://www.efront.com/en/case-studies/wellershoff-partners-implements-efront-pevara,text/html;charset=UTF-8,200,OK,Indexable,,Wellershoff & Partners implements eFront Pevara | eFront,56,510,,0,0,,0,WELLERSHOFF & PARTNERS IMPLEMENTS EFRONT PEVARA,47,,0,Contact us,10,Thank you for your interest in eFront,37,,,,https://www.efront.com/en/case-studies/wellershoff-partners-implements-efront-pevara,,,,,,102411,1272,13.412,2,,7,3,0,0.45,141,48,0,14,10,0,,,,,fe02b2722a43c642b6096dd32178594f,0.294,,,,,1.1,https://www.efront.com/en/case-studies/wellershoff-partners-implements-efront-pevara,29/03/2022 10:38
https://www.efront.com/fr/alternative-investment-solutions/pipeline-and-deal-flow-management,text/html;charset=UTF-8,200,OK,Indexable,,Deal Pipeline Management Software | eFront,42,395,,0,0,,0,,0,,0,PILOTAGE DU PIPELINE ET DES OPPORTUNITÉS D’INVESTISSEMENTS ALTERNATIFS,70,Découvrez ci-dessous les solutions eFront,41,,,,https://www.efront.com/fr/alternative-investment-solutions/pipeline-and-deal-flow-management,,,,,,102691,1346,13.741,2,,975,322,0,47.92,126,47,0,13,9,0,,,,,edb75a4e8a7ec9f9e8a360c443aad621,0.244,,,,,1.1,https://www.efront.com/fr/alternative-investment-solutions/pipeline-and-deal-flow-management,29/03/2022 10:39
https://www.efront.com/fr/andera-partners-upgrades-efront-invest-to-manage-all-asset-classes-through-single-platform,text/html;charset=UTF-8,200,OK,Indexable,,Andera Partners upgrades eFront Invest to manage all asset classes through single platform | eFront,99,883,,0,0,,0,Andera Partners upgrades eFront Invest to manage all asset classes,66,,0,"[Q] Pierre, for which aspects of your business do you use eFront?",65,[Q] Why did you decide to implement the newer version of eFront Invest?,71,,,,https://www.efront.com/fr/andera-partners-upgrades-efront-invest-to-manage-all-asset-classes-through-single-platform,,,,,,66871,1926,21.819,3,,7,3,0,0.45,125,49,0,13,9,0,,,,,3dd1ea9bd388973bfd998328d336e107,0.292,,,,,1.1,https://www.efront.com/fr/andera-partners-upgrades-efront-invest-to-manage-all-asset-classes-through-single-platform,29/03/2022 10:39
https://www.efront.com/fr/news-press-releases/insight-private-equity-benchmarks-released-for-q1-2021,text/html;charset=UTF-8,200,OK,Indexable,,Insight private equity benchmarks released for q1 2021 | eFront,63,557,,0,0,,0,Insight private equity benchmarks released for Q1 2021,54,,0,Insight private equity benchmarks released for Q3 2021,54,Insight private equity benchmarks released for Q2 2021,54,,,,https://www.efront.com/fr/news-press-releases/insight-private-equity-benchmarks-released-for-q1-2021,,,,,,61894,1286,16.894,3,,7,3,0,0.45,127,50,0,14,10,0,,,,,35dd08d81959de0a61fad5d05150a3d0,0.317,,,,,1.1,https://www.efront.com/fr/news-press-releases/insight-private-equity-benchmarks-released-for-q1-2021,29/03/2022 10:39
